MelbourneAirport, 8.6, 14.6, 0.0, 3.4, 0.7, N, 48.0, N, NNW, 33.0, 20.0, 77.0, 76.0, 1016.2, 1013.6, 7.0, 7.0, 10.4, 13.8, No, Yes
PerthAirport, 8.5, 19.5, 25.4, 2.8, 6.6, ENE, 20.0, NE, N, 11.0, 9.0, 92.0, 57.0, 1017.7, 1014.7, 6.0, 2.0, 11.3, 19.1, Yes, No
WaggaWagga, 10.3, 25.6, 0.0, 6.2, 12.1, SE, 28.0, SE, SE, 15.0, 17.0, 56.0, 41.0, 1020.8, 1019.8, 1.0, 5.0, 16.3, 24.6, No, No
Moree, 19.6, 22.7, 7.8, 5.2, 0.0, E, 30.0, ESE, ESE, 11.0, 19.0, 95.0, 87.0, 1013.7, 1011.1, 8.0, 8.0, 20.1, 22.5, Yes, Yes
Townsville, 21.0, 27.5, 0.0, 7.0, 8.3, E, 54.0, ESE, E, 30.0, 35.0, 65.0, 50.0, 1023.5, 1020.8, 2.0, 3.0, 24.0, 25.8, No, No
Mildura, 11.9, 30.8, 0.0, 9.0, 13.4, NNE, 28.0, E, E, 13.0, 7.0, 35.0, 14.0, 1020.3, 1017.1, 0.0, 1.0, 22.2, 28.8, No, No
Melbourne, 19.2, 35.6, 0.0, 11.6, 7.7, N, 70.0, N, N, 48.0, 41.0, 40.0, 21.0, 1009.1, 1005.7, 6.0, 7.0, 24.3, 34.1, No, Yes
NorfolkIsland, 20.4, 25.4, 1.2, 4.2, 8.5, ESE, 44.0, ESE, SE, 20.0, 26.0, 90.0, 77.0, 1018.4, 1016.4, 6.0, 3.0, 22.3, 24.0, Yes, Yes
SydneyAirport, 9.3, 17.1, 0.2, 1.6, 5.1, SW, 22.0, NNW, SE, 9.0, 13.0, 70.0, 64.0, 1026.4, 1022.8, 6.0, 7.0, 13.8, 16.6, No, No
WaggaWagga, 4.9, 14.3, 1.4, 2.2, 3.0, WSW, 43.0, NW, SW, 9.0, 22.0, 82.0, 85.0, 1020.7, 1019.2, 7.0, 6.0, 9.9, 10.8, Yes, Yes
Sydney, 15.1, 21.3, 10.4, 2.4, 7.0, SE, 33.0, ESE, E, 13.0, 15.0, 57.0, 50.0, 1016.7, 1015.1, 8.0, 4.0, 17.4, 19.8, Yes, No
Hobart, 16.2, 21.4, 0.0, 6.6, 7.2, SE, 35.0, NNW, SE, 11.0, 19.0, 72.0, 70.0, 1020.3, 1019.9, 6.0, 7.0, 19.2, 19.7, No, Yes
SydneyAirport, 8.7, 22.3, 0.0, 5.0, 10.7, NE, 33.0, WNW, ENE, 17.0, 22.0, 41.0, 37.0, 1022.7, 1018.9, 0.0, 1.0, 16.1, 20.3, No, No
Darwin, 23.8, 28.9, 25.6, 6.8, 0.1, WSW, 41.0, NNW, WSW, 2.0, 20.0, 93.0, 77.0, 1009.8, 1007.1, 7.0, 7.0, 26.1, 28.5, Yes, Yes
Portland, 7.3, 15.4, 14.0, 2.0, 5.5, NW, 48.0, SW, SW, 9.0, 11.0, 77.0, 61.0, 1019.8, 1020.3, 8.0, 8.0, 11.4, 13.3, Yes, No
Perth, 15.3, 21.1, 0.0, 2.6, 0.7, NW, 44.0, N, NNW, 9.0, 17.0, 69.0, 73.0, 1012.8, 1007.2, 7.0, 7.0, 15.7, 21.0, No, Yes
SydneyAirport, 20.1, 25.7, 0.0, 5.2, 8.7, E, 48.0, NNE, E, 24.0, 35.0, 67.0, 68.0, 1017.4, 1014.9, 2.0, 5.0, 24.1, 24.5, No, No
MelbourneAirport, 7.4, 11.9, 0.6, 2.6, 0.2, W, 52.0, NNW, NW, 20.0, 19.0, 71.0, 61.0, 1005.6, 1002.9, 7.0, 7.0, 9.7, 11.8, No, Yes
Sydney, 9.6, 16.0, 19.0, 1.8, 5.8, SSW, 44.0, SW, S, 17.0, 22.0, 89.0, 52.0, 1033.1, 1031.4, 4.0, 2.0, 11.0, 15.3, Yes, Yes
Mildura, 6.3, 19.8, 0.4, 2.0, 6.4, WSW, 39.0, NNE, N, 11.0, 28.0, 97.0, 46.0, 1013.0, 1011.1, 7.0, 3.0, 8.9, 19.1, No, Yes
Watsonia, 9.8, 19.3, 0.0, 2.8, 6.5, WSW, 48.0, N, W, 24.0, 15.0, 66.0, 47.0, 1014.8, 1014.1, 7.0, 7.0, 13.6, 18.5, No, No
Darwin, 25.1, 34.3, 2.8, 4.6, 10.4, S, 39.0, ENE, NW, 15.0, 20.0, 65.0, 61.0, 1013.3, 1008.8, 4.0, 5.0, 30.0, 32.3, Yes, Yes
Perth, 13.1, 24.5, 0.0, 6.2, 12.7, SSW, 43.0, SE, SW, 13.0, 20.0, 56.0, 41.0, 1018.8, 1016.0, 2.0, 1.0, 17.5, 23.0, No, No
CoffsHarbour, 19.0, 27.3, 0.0, 7.0, 7.6, E, 30.0, WSW, E, 9.0, 17.0, 66.0, 60.0, 1020.3, 1019.7, 6.0, 2.0, 25.7, 26.8, No, Yes
Cairns, 20.3, 27.7, 3.8, 7.8, 7.7, SE, 46.0, SSE, SE, 17.0, 30.0, 82.0, 58.0, 1019.4, 1015.6, 7.0, 3.0, 22.0, 26.6, Yes, Yes
CoffsHarbour, 13.6, 23.1, 0.0, 9.2, 5.7, S, 48.0, SW, S, 20.0, 31.0, 45.0, 51.0, 1026.2, 1024.1, 7.0, 7.0, 17.5, 22.0, No, No
Portland, 9.8, 13.8, 22.6, 0.6, 6.1, W, 72.0, W, SW, 43.0, 22.0, 78.0, 90.0, 1004.3, 1004.5, 8.0, 8.0, 12.8, 11.8, Yes, Yes
AliceSprings, 19.5, 43.0, 0.0, 14.6, 11.0, NW, 52.0, NW, WNW, 33.0, 17.0, 7.0, 4.0, 1005.3, 1000.7, 0.0, 5.0, 37.2, 42.2, No, No
Portland, 9.6, 13.6, 0.8, 1.4, 1.6, WSW, 65.0, N, WSW, 13.0, 24.0, 99.0, 91.0, 998.5, 998.4, 6.0, 8.0, 11.6, 11.5, No, Yes
Melbourne, 16.1, 21.4, 0.6, 7.4, 9.0, SSE, 56.0, SSE, S, 33.0, 35.0, 42.0, 39.0, 1016.9, 1016.5, 6.0, 5.0, 18.5, 20.0, No, No
Moree, 15.0, 29.7, 3.0, 7.0, 9.4, ENE, 41.0, ENE, E, 17.0, 20.0, 51.0, 26.0, 1026.4, 1022.2, 4.0, 5.0, 21.9, 28.0, Yes, No
Watsonia, 5.4, 14.4, 5.2, 2.0, 1.3, N, 26.0, NNE, N, 2.0, 11.0, 99.0, 67.0, 1021.6, 1022.5, 7.0, 7.0, 7.6, 13.0, Yes, No
Sydney, 15.2, 22.0, 0.6, 3.0, 8.2, SSW, 61.0, WSW, SSW, 17.0, 24.0, 55.0, 48.0, 1011.7, 1010.7, 6.0, 2.0, 17.3, 21.5, No, No
Hobart, 8.2, 15.9, 0.0, 2.6, 2.1, W, 52.0, NNW, NW, 17.0, 17.0, 55.0, 69.0, 1016.1, 1016.9, 5.0, 8.0, 13.4, 12.0, No, Yes
NorfolkIsland, 20.4, 26.2, 5.2, 3.6, 12.7, WNW, 26.0, NNW, WNW, 11.0, 15.0, 73.0, 72.0, 1013.2, 1012.7, 5.0, 3.0, 23.7, 25.3, Yes, Yes
Perth, 13.3, 26.4, 0.0, 4.0, 7.8, N, 24.0, NNE, WNW, 11.0, 13.0, 56.0, 67.0, 1020.6, 1017.0, 7.0, 7.0, 18.1, 24.1, No, Yes
WaggaWagga, 4.0, 8.6, 2.2, 1.2, 3.8, WSW, 41.0, W, WNW, 17.0, 17.0, 83.0, 63.0, 1015.7, 1014.7, 3.0, 7.0, 4.8, 7.6, Yes, Yes
PerthAirport, 10.8, 27.3, 0.0, 3.2, 11.3, E, 56.0, ENE, E, 24.0, 17.0, 46.0, 24.0, 1022.5, 1018.5, 0.0, 0.0, 16.8, 26.8, No, No
Watsonia, 17.3, 21.7, 1.0, 20.2, 2.3, S, 37.0, WSW, S, 7.0, 17.0, 82.0, 64.0, 1012.1, 1013.9, 7.0, 7.0, 18.4, 19.2, No, No
Mildura, 10.0, 13.1, 10.4, 1.6, 0.6, WNW, 28.0, NNW, NW, 7.0, 17.0, 97.0, 86.0, 1013.5, 1012.2, 7.0, 7.0, 11.5, 12.9, Yes, Yes
Townsville, 20.5, 29.1, 0.0, 5.2, 10.3, ENE, 31.0, S, ENE, 4.0, 26.0, 68.0, 70.0, 1012.7, 1009.4, 4.0, 3.0, 26.4, 27.6, No, No
Perth, 12.6, 19.0, 5.6, 7.6, 4.3, W, 41.0, W, SW, 22.0, 11.0, 73.0, 56.0, 1012.6, 1011.4, 7.0, 7.0, 13.8, 18.5, Yes, Yes
NorfolkIsland, 18.7, 24.9, 0.0, 5.8, 12.1, SE, 35.0, SE, SE, 17.0, 22.0, 72.0, 67.0, 1019.6, 1019.4, 2.0, 3.0, 22.7, 23.7, No, Yes
PerthAirport, 16.9, 21.2, 1.4, 2.0, 2.0, SSW, 35.0, S, SW, 13.0, 22.0, 83.0, 50.0, 1019.8, 1019.5, 7.0, 7.0, 18.2, 20.2, Yes, No
WaggaWagga, 14.2, 32.4, 0.0, 8.0, 11.4, W, 37.0, ESE, WNW, 13.0, 20.0, 60.0, 20.0, 1016.0, 1012.7, 1.0, 2.0, 21.3, 30.2, No, No
PerthAirport, 4.3, 21.0, 0.0, 2.0, 8.8, N, 26.0, NE, N, 9.0, 9.0, 69.0, 38.0, 1028.8, 1026.8, 1.0, 1.0, 12.1, 20.2, No, No
MountGambier, 9.8, 15.4, 7.0, 0.8, 3.4, NW, 72.0, W, NW, 20.0, 31.0, 82.0, 74.0, 1014.3, 1012.0, 3.0, 5.0, 11.7, 14.4, Yes, Yes
NorfolkIsland, 15.4, 18.1, 8.6, 1.0, 0.0, NE, 48.0, ENE, ENE, 22.0, 30.0, 81.0, 80.0, 1027.9, 1024.9, 7.0, 8.0, 17.5, 17.6, Yes, Yes
Woomera, 10.9, 20.9, 0.0, 8.0, 6.9, NNE, 57.0, N, NNE, 30.0, 39.0, 72.0, 27.0, 1013.4, 1007.4, 8.0, 1.0, 11.4, 20.5, No, Yes
Sydney, 14.8, 18.0, 40.8, 5.6, 0.0, SSE, 50.0, SSW, SSE, 22.0, 17.0, 83.0, 83.0, 1015.5, 1014.5, 7.0, 8.0, 16.4, 16.8, Yes, Yes
Hobart, 11.5, 23.9, 0.0, 1.8, 7.7, NNW, 72.0, NNW, NW, 15.0, 22.0, 53.0, 37.0, 1014.4, 1010.2, 6.0, 7.0, 15.7, 22.8, No, No
Townsville, 18.6, 27.5, 0.0, 9.2, 11.2, NE, 37.0, E, NE, 19.0, 28.0, 53.0, 57.0, 1017.2, 1013.4, 2.0, 4.0, 24.9, 25.3, No, No
NorfolkIsland, 13.4, 18.5, 0.0, 5.6, 5.6, WSW, 61.0, WSW, SSW, 31.0, 22.0, 79.0, 75.0, 1016.3, 1015.4, 5.0, 3.0, 15.6, 17.1, No, No
Cairns, 20.9, 26.4, 1.0, 0.8, 0.6, SSE, 39.0, SSE, S, 20.0, 17.0, 86.0, 84.0, 1018.4, 1016.2, 7.0, 8.0, 22.8, 23.7, No, Yes
MountGambier, 13.5, 18.1, 0.8, 1.2, 0.0, N, 26.0, N, N, 13.0, 11.0, 80.0, 79.0, 1021.3, 1019.0, 7.0, 7.0, 15.2, 17.8, No, No
Moree, 24.6, 41.4, 0.0, 12.4, 12.8, NE, 31.0, NNE, ENE, 20.0, 11.0, 51.0, 24.0, 1012.7, 1009.6, 0.0, 1.0, 30.1, 39.3, No, No
WaggaWagga, 6.5, 12.5, 3.4, 4.2, 6.7, W, 52.0, WSW, WSW, 28.0, 24.0, 70.0, 51.0, 1015.3, 1015.7, 2.0, 7.0, 7.8, 11.5, Yes, No
Townsville, 19.4, 27.9, 0.0, 9.8, 10.3, ENE, 35.0, ESE, ENE, 19.0, 28.0, 57.0, 60.0, 1019.3, 1015.3, 4.0, 6.0, 24.9, 25.2, No, No
SydneyAirport, 12.9, 17.2, 25.4, 2.4, 0.0, SSE, 39.0, NNW, ENE, 7.0, 20.0, 88.0, 61.0, 1021.4, 1019.8, 8.0, 8.0, 14.1, 17.1, Yes, Yes
Watsonia, 16.4, 21.3, 1.4, 8.2, 2.8, SW, 48.0, SW, SW, 13.0, 20.0, 100.0, 70.0, 1007.4, 1010.5, 8.0, 7.0, 17.5, 19.4, Yes, No
MelbourneAirport, 5.7, 28.1, 0.0, 4.4, 11.9, SSE, 33.0, N, SSE, 9.0, 19.0, 73.0, 18.0, 1025.0, 1019.7, 0.0, 1.0, 13.1, 27.0, No, No
Brisbane, 17.8, 27.0, 0.0, 4.8, 10.0, E, 28.0, SSW, E, 4.0, 15.0, 67.0, 59.0, 1025.3, 1022.4, 4.0, 3.0, 22.6, 24.4, No, No
Brisbane, 20.8, 30.6, 0.0, 8.2, 12.0, E, 28.0, ENE, ENE, 7.0, 13.0, 49.0, 45.0, 1014.7, 1011.0, 6.0, 2.0, 28.2, 29.3, No, Yes
Williamtown, 7.9, 17.7, 0.2, 1.8, 3.2, SSW, 37.0, NW, S, 9.0, 22.0, 84.0, 78.0, 1033.5, 1031.8, 6.0, 7.0, 10.5, 15.7, No, Yes
AliceSprings, 20.6, 23.4, 27.0, 10.2, 0.1, E, 67.0, E, E, 31.0, 24.0, 94.0, 93.0, 1005.7, 1003.8, 7.0, 8.0, 21.2, 22.3, Yes, Yes
Perth, 9.0, 17.6, 2.6, 2.2, 7.6, SSW, 26.0, SE, S, 9.0, 9.0, 83.0, 55.0, 1021.3, 1020.4, 3.0, 7.0, 13.1, 16.7, Yes, No
Cairns, 23.2, 32.8, 20.4, 3.2, 6.2, SE, 48.0, S, SE, 11.0, 31.0, 92.0, 58.0, 1010.7, 1008.2, 8.0, 4.0, 24.6, 30.5, Yes, Yes
MountGambier, 11.6, 21.1, 0.4, 2.4, 5.9, SSE, 41.0, SE, SSE, 15.0, 26.0, 94.0, 63.0, 1025.1, 1022.8, 8.0, 7.0, 13.3, 20.0, No, No
Mildura, 7.9, 18.0, 1.0, 0.6, 6.4, SSE, 31.0, S, S, 17.0, 15.0, 89.0, 59.0, 1015.0, 1014.9, 1.0, 6.0, 11.0, 17.0, No, No
MelbourneAirport, 11.7, 16.9, 7.0, 12.6, 7.1, WSW, 76.0, WSW, WSW, 31.0, 44.0, 85.0, 55.0, 1004.5, 1008.9, 7.0, 7.0, 12.6, 11.9, Yes, No
NorfolkIsland, 16.3, 22.0, 0.0, 5.2, 10.2, N, 57.0, N, N, 24.0, 24.0, 78.0, 73.0, 1017.2, 1013.5, 5.0, 4.0, 20.3, 21.2, No, Yes
WaggaWagga, 11.7, 16.4, 3.0, 0.8, 8.6, WNW, 28.0, WNW, WSW, 6.0, 15.0, 83.0, 60.0, 1021.2, 1019.3, 1.0, 1.0, 13.5, 15.7, Yes, No
Darwin, 22.2, 30.7, 0.0, 7.8, 10.0, SE, 48.0, SE, SE, 30.0, 24.0, 45.0, 26.0, 1016.5, 1012.3, 1.0, 0.0, 23.6, 29.6, No, No
AliceSprings, 23.7, 35.9, 0.0, 14.2, 9.6, S, 57.0, WSW, S, 6.0, 24.0, 15.0, 14.0, 1011.6, 1008.3, 1.0, 7.0, 30.4, 33.4, No, Yes
WaggaWagga, 7.1, 10.8, 6.2, 0.6, 0.0, W, 37.0, W, WSW, 20.0, 17.0, 94.0, 87.0, 998.5, 999.0, 8.0, 7.0, 7.2, 8.9, Yes, Yes
Nuriootpa, 13.2, 17.8, 0.0, 6.6, 9.0, N, 54.0, NW, WNW, 28.0, 24.0, 33.0, 43.0, 1009.8, 1007.4, 6.0, 4.0, 14.4, 17.0, No, Yes
MelbourneAirport, 8.7, 19.6, 0.8, 7.8, 7.0, SW, 57.0, SW, SSW, 43.0, 31.0, 64.0, 45.0, 1010.1, 1011.6, 5.0, 7.0, 13.3, 17.9, No, Yes
Watsonia, 6.7, 14.4, 2.6, 2.0, 7.5, NNE, 48.0, NNW, N, 20.0, 26.0, 76.0, 59.0, 1011.5, 1006.7, 4.0, 5.0, 9.7, 12.8, Yes, Yes
CoffsHarbour, 8.1, 18.0, 0.0, 3.4, 8.4, SSE, 41.0, SW, S, 22.0, 30.0, 48.0, 56.0, 1023.6, 1023.0, 1.0, 1.0, 14.7, 17.2, No, Yes
Cobar, 6.3, 12.0, 5.8, 2.0, 2.5, SW, 22.0, NNW, SW, 6.0, 11.0, 98.0, 92.0, 1008.9, 1009.3, 8.0, 7.0, 8.1, 9.6, Yes, Yes
AliceSprings, 14.3, 30.5, 0.0, 8.0, 9.6, ESE, 39.0, ESE, SE, 24.0, 19.0, 24.0, 13.0, 1017.7, 1014.5, 0.0, 6.0, 23.8, 29.0, No, No
Brisbane, 18.3, 23.9, 12.4, 3.4, 5.1, SSE, 20.0, SSW, SSE, 4.0, 6.0, 90.0, 93.0, 1023.8, 1020.5, 7.0, 7.0, 21.1, 21.7, Yes, Yes
Brisbane, 19.5, 28.6, 4.6, 7.0, 8.3, ESE, 48.0, SE, ESE, 7.0, 13.0, 67.0, 49.0, 1023.0, 1020.5, 5.0, 6.0, 25.1, 26.5, Yes, Yes
MelbourneAirport, 6.7, 15.4, 0.0, 2.0, 0.3, WNW, 19.0, WNW, SE, 9.0, 7.0, 80.0, 49.0, 1026.2, 1022.9, 7.0, 7.0, 9.7, 15.1, No, Yes
Watsonia, 11.3, 14.8, 10.6, 4.6, 2.1, N, 52.0, N, N, 24.0, 19.0, 63.0, 77.0, 1003.3, 999.0, 7.0, 8.0, 13.9, 13.8, Yes, Yes
Darwin, 25.5, 34.3, 0.0, 7.4, 9.5, SSW, 69.0, SW, W, 13.0, 26.0, 71.0, 55.0, 1010.3, 1006.3, 5.0, 7.0, 29.9, 30.8, No, Yes
Portland, 14.7, 25.1, 0.6, 5.8, 12.2, NNW, 44.0, NNW, NNW, 11.0, 28.0, 72.0, 77.0, 1010.7, 1009.6, 2.0, 6.0, 20.7, 18.5, No, Yes
SydneyAirport, 17.7, 28.4, 2.8, 8.4, 7.4, SSE, 44.0, NW, E, 11.0, 28.0, 64.0, 48.0, 1013.1, 1009.3, 1.0, 7.0, 24.0, 25.8, Yes, Yes
AliceSprings, 23.4, 35.3, 0.0, 10.0, 10.2, ESE, 46.0, ESE, E, 20.0, 20.0, 26.0, 20.0, 1016.5, 1012.7, 2.0, 5.0, 27.5, 33.0, No, No
Melbourne, 14.9, 25.7, 0.2, 1.8, 13.6, SW, 39.0, WSW, SW, 6.0, 20.0, 69.0, 43.0, 1017.1, 1017.1, 1.0, 3.0, 19.7, 24.6, No, No
Williamtown, 19.2, 26.0, 9.2, 1.2, 2.7, SSE, 39.0, E, ESE, 11.0, 24.0, 96.0, 68.0, 1023.0, 1021.3, 7.0, 6.0, 20.0, 24.5, Yes, No
PerthAirport, 9.7, 24.2, 0.2, 8.0, 8.7, SW, 44.0, NE, WSW, 6.0, 28.0, 58.0, 44.0, 1016.3, 1014.0, 6.0, 3.0, 20.5, 23.3, No, No
Darwin, 22.9, 24.8, 132.6, 9.4, 0.0, N, 98.0, WNW, NNW, 50.0, 52.0, 96.0, 96.0, 1006.4, 1002.1, 8.0, 8.0, 24.2, 23.4, Yes, Yes
Watsonia, 4.2, 22.6, 0.0, 3.0, 7.2, WSW, 17.0, ENE, SE, 6.0, 4.0, 91.0, 40.0, 1023.4, 1019.1, 8.0, 3.0, 8.6, 22.3, No, No
Perth, 13.6, 19.6, 0.0, 5.2, 4.7, WSW, 54.0, W, SW, 22.0, 26.0, 64.0, 57.0, 1015.5, 1016.0, 7.0, 6.0, 16.3, 18.6, No, Yes
Townsville, 15.0, 24.7, 0.0, 4.0, 2.7, ESE, 30.0, E, NE, 6.0, 13.0, 71.0, 55.0, 1019.6, 1017.6, 7.0, 7.0, 21.6, 23.0, No, Yes
Moree, 19.3, 32.9, 0.0, 11.4, 7.6, NNE, 54.0, NNE, N, 35.0, 26.0, 51.0, 27.0, 1012.2, 1007.6, 7.0, 7.0, 24.1, 31.2, No, Yes
Cairns, 23.8, 29.6, 9.4, 8.0, 2.3, SSE, 46.0, SSE, S, 17.0, 19.0, 86.0, 75.0, 1012.3, 1009.6, 7.0, 7.0, 26.0, 28.1, Yes, Yes
SydneyAirport, 20.9, 22.7, 7.8, 3.4, 0.7, S, 80.0, WNW, SSW, 17.0, 43.0, 87.0, 82.0, 1005.5, 1008.7, 7.0, 7.0, 22.6, 19.4, Yes, Yes
Nuriootpa, 12.6, 36.1, 0.0, 10.6, 12.3, W, 30.0, NE, W, 9.0, 15.0, 63.0, 26.0, 1008.0, 1007.5, 0.0, 0.0, 22.2, 34.7, No, No
Perth, 13.2, 17.1, 15.0, 8.6, 1.6, WNW, 50.0, WSW, SW, 13.0, 22.0, 72.0, 77.0, 1007.2, 1008.8, 7.0, 7.0, 14.9, 13.1, Yes, Yes
Brisbane, 20.1, 29.9, 0.0, 9.2, 11.9, ESE, 35.0, SSW, ESE, 7.0, 13.0, 64.0, 55.0, 1016.9, 1014.2, 2.0, 3.0, 26.2, 28.4, No, No
Melbourne, 11.1, 19.8, 0.4, 3.6, 10.3, WSW, 35.0, SW, SSW, 9.0, 15.0, 60.0, 48.0, 1018.2, 1015.9, 3.0, 7.0, 13.6, 17.9, No, No
Sale, 7.8, 19.4, 0.0, 1.8, 1.6, WNW, 43.0, NNW, WSW, 17.0, 24.0, 62.0, 66.0, 1016.2, 1015.2, 7.0, 7.0, 15.4, 15.5, No, Yes
Brisbane, 23.0, 31.6, 0.0, 6.0, 4.1, SSE, 44.0, NNE, ENE, 7.0, 7.0, 66.0, 82.0, 1009.7, 1005.1, 7.0, 8.0, 27.9, 26.2, No, Yes
Watsonia, 20.2, 26.4, 0.0, 8.8, 0.0, NNE, 39.0, NNE, NNE, 20.0, 9.0, 44.0, 37.0, 1018.3, 1016.6, 7.0, 7.0, 21.8, 25.2, No, No
Canberra, 15.1, 21.2, 0.4, 5.6, 5.4, ESE, 44.0, SSE, SE, 13.0, 17.0, 74.0, 84.0, 1024.4, 1024.1, 6.0, 7.0, 17.3, 18.5, No, Yes
Brisbane, 22.2, 31.9, 0.0, 9.6, 12.5, NE, 35.0, NNE, NE, 9.0, 19.0, 48.0, 59.0, 1013.4, 1009.1, 1.0, 1.0, 29.0, 29.4, No, No
Perth, 7.7, 21.6, 0.2, 4.8, 11.4, SW, 30.0, ENE, SW, 7.0, 17.0, 67.0, 44.0, 1019.0, 1016.1, 6.0, 1.0, 16.0, 20.6, No, No
Watsonia, 6.1, 17.6, 0.4, 1.8, 3.2, SSW, 33.0, ENE, SW, 6.0, 15.0, 100.0, 76.0, 1019.4, 1017.8, 7.0, 6.0, 9.1, 15.3, No, No
Townsville, 21.2, 29.4, 0.0, 4.8, 10.4, ENE, 22.0, NW, N, 7.0, 11.0, 77.0, 65.0, 1013.0, 1010.3, 2.0, 3.0, 26.4, 29.0, No, No
Sydney, 8.5, 14.1, 1.2, 2.2, 0.0, W, 33.0, W, SSW, 20.0, 11.0, 90.0, 88.0, 1028.7, 1027.6, 7.0, 7.0, 9.1, 13.7, Yes, Yes
AliceSprings, 27.4, 37.4, 0.0, 18.0, 11.0, W, 74.0, NNW, WNW, 33.0, 31.0, 21.0, 9.0, 1009.7, 1004.6, 2.0, 2.0, 32.0, 36.3, No, No
AliceSprings, 10.9, 25.1, 0.0, 11.0, 11.8, S, 54.0, SSE, SE, 30.0, 22.0, 33.0, 11.0, 1017.3, 1012.6, 2.0, 3.0, 19.0, 23.8, No, No
Darwin, 24.3, 31.3, 16.8, 2.0, 0.8, WNW, 56.0, W, WNW, 4.0, 28.0, 85.0, 72.0, 1008.2, 1005.0, 7.0, 7.0, 27.6, 28.6, Yes, Yes
SydneyAirport, 9.7, 18.6, 0.0, 4.0, 0.7, ENE, 37.0, NW, NE, 9.0, 24.0, 64.0, 55.0, 1028.5, 1026.1, 8.0, 8.0, 14.0, 17.9, No, No
